年,月,日,気温,品質,均質,最高気温,品質,均質,最低気温,品質,均質
2013,3,2,5.2,8,1,8.9,8,1,2.7,8,1
2013,3,3,4.5,8,1,9.0,8,1,2.3,8,1
2013,3,4,6.0,8,1,11.2,8,1,0.4,8,1
2013,3,5,8.1,8,1,12.5,8,1,3.6,8,1
2013,3,6,9.7,8,1,15.6,8,1,3.2,8,1
2013,3,7,12.5,8,1,18.8,8,1,5.2,8,1
2013,3,8,15.8,8,1,19.7,8,1,11.7,8,1
2013,3,9,16.8,8,1,22.3,8,1,11.1,8,1
2013,3,10,10.4,8,1,19.6,8,1,3.4,8,1
2013,3,11,6.5,8,1,12.0,8,1,2.7,8,1
2013,3,12,9.5,8,1,17.1,8,1,1.7,8,1
2013,3,13,13.2,8,1,20.0,8,1,7.2,8,1
2013,3,14,5.6,8,1,8.9,8,1,2.9,8,1
2013,3,15,6.9,8,1,13.7,8,1,1.0,8,1
2013,3,16,10.2,8,1,14.9,8,1,3.9,8,1
2013,3,17,12.2,8,1,19.2,8,1,5.9,8,1
2013,3,18,17.6,8,1,21.6,8,1,12.8,8,1
2013,3,19,16.8,8,1,21.2,8,1,14.1,8,1
2013,3,20,13.7,8,1,16.8,8,1,9.6,8,1
2013,3,21,7.5,8,1,12.1,8,1,4.6,8,1
2013,3,22,10.2,8,1,17.4,8,1,3.0,8,1
2013,3,23,10.6,8,1,14.9,8,1,6.7,8,1
2013,3,24,11.8,8,1,18.7,8,1,5.8,8,1
2013,3,25,10.3,8,1,13.6,8,1,5.9,8,1
2013,3,26,8.2,8,1,12.1,8,1,4.3,8,1
2013,3,27,10.5,8,1,15.9,8,1,5.7,8,1
2013,3,28,13.6,8,1,16.7,8,1,11.7,8,1
2013,3,29,13.9,8,1,17.6,8,1,10.2,8,1
2013,3,30,11.9,8,1,17.3,8,1,8.0,8,1
2013,3,31,11.9,8,1,16.6,8,1,9.2,8,1
2013,4,1,12.5,8,1,18.9,8,1,6.6,8,1
2013,4,2,13.9,8,1,17.2,8,1,10.8,8,1
2013,4,3,13.1,8,1,17.3,8,1,10.6,8,1
2013,4,4,15.3,8,1,22.4,8,1,8.5,8,1
2013,4,5,17.3,8,1,25.1,8,1,10.7,8,1
2013,4,6,16.7,8,1,18.6,8,1,15.0,8,1
2013,4,7,12.1,8,1,15.9,8,1,7.5,8,1
2013,4,8,11.7,8,1,16.0,8,1,7.3,8,1
2013,4,9,14.3,8,1,19.0,8,1,9.9,8,1
2013,4,10,11.8,8,1,14.9,8,1,8.8,8,1
2013,4,11,9.6,8,1,14.3,8,1,6.6,8,1
2013,4,12,10.3,8,1,14.6,8,1,6.5,8,1
2013,4,13,11.4,8,1,15.8,8,1,6.2,8,1
2013,4,14,15.8,8,1,22.0,8,1,8.6,8,1
2013,4,15,16.8,8,1,20.7,8,1,12.8,8,1
2013,4,16,18.2,8,1,23.7,8,1,11.8,8,1
2013,4,17,19.3,8,1,22.7,8,1,16.9,8,1
2013,4,18,18.9,8,1,24.5,8,1,13.5,8,1
2013,4,19,12.1,8,1,16.3,8,1,8.3,8,1
2013,4,20,10.4,8,1,16.8,8,1,6.4,8,1
2013,4,21,9.4,8,1,14.4,8,1,6.5,8,1
2013,4,22,11.3,8,1,16.7,8,1,6.1,8,1
2013,4,23,13.4,8,1,19.1,8,1,7.1,8,1
2013,4,24,14.6,8,1,16.8,8,1,12.3,8,1
2013,4,25,16.9,8,1,22.3,8,1,10.3,8,1
2013,4,26,15.0,8,1,19.3,8,1,10.8,8,1
2013,4,27,14.7,8,1,18.7,8,1,11.2,8,1
2013,4,28,16.4,8,1,21.5,8,1,11.8,8,1
2013,4,29,18.0,8,1,24.3,8,1,11.7,8,1
2013,4,30,16.3,8,1,20.0,8,1,13.8,8,1
2013,5,1,12.9,8,1,16.7,8,1,9.4,8,1
2013,5,2,12.1,8,1,16.7,8,1,8.5,8,1
2013,5,3,13.6,8,1,19.6,8,1,8.5,8,1
2013,5,4,15.3,8,1,21.2,8,1,10.6,8,1
2013,5,5,16.8,8,1,22.1,8,1,11.1,8,1
2013,5,6,18.7,8,1,23.7,8,1,12.6,8,1
2013,5,7,15.0,8,1,19.5,8,1,10.6,8,1
2013,5,8,15.7,8,1,21.2,8,1,10.0,8,1
2013,5,9,19.5,8,1,27.1,8,1,11.7,8,1
2013,5,10,17.8,8,1,22.9,8,1,15.0,8,1
2013,5,11,17.2,8,1,18.9,8,1,15.2,8,1
2013,5,12,20.0,8,1,26.0,8,1,13.0,8,1
2013,5,13,21.5,8,1,28.3,8,1,15.5,8,1
2013,5,14,22.6,8,1,30.3,8,1,17.2,8,1
2013,5,15,21.8,8,1,25.9,8,1,18.5,8,1
2013,5,16,19.6,8,1,24.0,8,1,15.7,8,1
2013,5,17,19.6,8,1,26.8,8,1,14.5,8,1
2013,5,18,20.9,8,1,26.9,8,1,16.2,8,1
2013,5,19,19.0,8,1,24.3,8,1,16.9,8,1
2013,5,20,21.6,8,1,27.1,8,1,17.2,8,1
2013,5,21,23.5,8,1,28.7,8,1,19.1,8,1
2013,5,22,24.5,8,1,30.3,8,1,19.7,8,1
2013,5,23,23.3,8,1,30.3,8,1,18.4,8,1
2013,5,24,23.3,8,1,30.0,8,1,16.5,8,1
2013,5,25,23.0,8,1,29.1,8,1,18.1,8,1
2013,5,26,23.0,8,1,29.1,8,1,18.7,8,1
2013,5,27,22.9,8,1,26.4,8,1,19.2,8,1
2013,5,28,21.4,8,1,25.0,8,1,19.1,8,1
2013,5,29,22.8,8,1,25.8,8,1,18.7,8,1
2013,5,30,22.4,8,1,26.7,8,1,18.9,8,1
2013,5,31,22.7,8,1,29.3,8,1,16.6,8,1
2013,6,1,22.1,8,1,27.4,8,1,18.6,8,1
2013,6,2,22.3,8,1,26.5,8,1,19.8,8,1
2013,6,3,23.5,8,1,29.4,8,1,20.1,8,1
2013,6,4,24.0,8,1,31.5,8,1,18.5,8,1
2013,6,5,24.1,8,1,29.0,8,1,20.7,8,1
2013,6,6,23.4,8,1,27.0,8,1,20.9,8,1
2013,6,7,24.3,8,1,30.2,8,1,19.5,8,1
2013,6,8,23.9,8,1,29.5,8,1,18.3,8,1
2013,6,9,22.8,8,1,27.3,8,1,20.4,8,1
2013,6,10,24.0,8,1,29.8,8,1,20.9,8,1
2013,6,11,24.6,8,1,32.0,8,1,21.7,8,1
2013,6,12,27.2,8,1,32.4,8,1,22.9,8,1
2013,6,13,29.3,8,1,36.1,8,1,24.9,8,1
2013,6,14,28.5,8,1,35.3,8,1,24.0,8,1
2013,6,15,24.5,8,1,28.4,8,1,22.7,8,1
2013,6,16,26.6,8,1,31.4,8,1,21.9,8,1
2013,6,17,26.7,8,1,32.0,8,1,23.7,8,1
2013,6,18,27.5,8,1,31.3,8,1,24.8,8,1
2013,6,19,25.4,8,1,28.5,8,1,20.3,8,1
2013,6,20,20.6,8,1,23.0,8,1,19.3,8,1
2013,6,21,20.1,8,1,21.7,8,1,18.9,8,1
2013,6,22,22.4,8,1,25.8,8,1,18.4,8,1
2013,6,23,23.3,8,1,25.5,8,1,21.5,8,1
2013,6,24,23.7,8,1,28.4,8,1,20.0,8,1
2013,6,25,25.0,8,1,28.5,8,1,22.5,8,1
2013,6,26,21.3,8,1,24.2,8,1,20.6,8,1
2013,6,27,24.4,8,1,26.9,8,1,20.9,8,1
2013,6,28,23.8,8,1,28.2,8,1,21.9,8,1
2013,6,29,24.8,8,1,29.8,8,1,20.7,8,1
2013,6,30,24.9,8,1,30.0,8,1,21.2,8,1
2013,7,1,25.3,8,1,29.8,8,1,21.9,8,1
2013,7,2,24.9,8,1,29.4,8,1,21.1,8,1
2013,7,3,24.6,8,1,30.0,8,1,21.9,8,1
2013,7,4,25.4,8,1,28.8,8,1,23.2,8,1
2013,7,5,29.8,8,1,33.6,8,1,25.5,8,1
2013,7,6,29.2,8,1,32.9,8,1,24.4,8,1
2013,7,7,28.5,8,1,33.5,8,1,24.3,8,1
2013,7,8,29.7,8,1,35.1,8,1,26.2,8,1
2013,7,9,29.8,8,1,34.6,8,1,26.0,8,1
2013,7,10,29.8,8,1,34.8,8,1,26.5,8,1
2013,7,11,29.6,8,1,34.7,8,1,26.8,8,1
2013,7,12,29.5,8,1,34.3,8,1,26.3,8,1
2013,7,13,28.6,8,1,34.5,8,1,25.3,8,1
2013,7,14,27.7,8,1,33.7,8,1,24.6,8,1
2013,7,15,26.3,8,1,28.0,8,1,25.2,8,1
2013,7,16,28.4,8,1,32.9,8,1,24.8,8,1
2013,7,17,28.6,8,1,32.4,8,1,25.4,8,1
2013,7,18,29.0,8,1,32.7,8,1,27.1,8,1
2013,7,19,27.4,8,1,31.7,8,1,24.3,8,1
2013,7,20,27.6,8,1,33.9,8,1,22.2,8,1
2013,7,21,29.2,8,1,34.5,8,1,25.3,8,1
2013,7,22,29.5,8,1,35.0,8,1,26.9,8,1
2013,7,23,30.4,8,1,34.4,8,1,27.3,8,1
2013,7,24,28.7,8,1,33.5,8,1,24.6,8,1
2013,7,25,30.8,8,1,35.0,8,1,26.7,8,1
2013,7,26,30.3,8,1,34.4,8,1,27.3,8,1
2013,7,27,29.5,8,1,33.0,8,1,26.7,8,1
2013,7,28,28.4,8,1,32.4,8,1,25.9,8,1
2013,7,29,27.7,8,1,29.1,8,1,26.6,8,1
2013,7,30,29.3,8,1,32.8,8,1,27.2,8,1
2013,7,31,29.4,8,1,34.2,8,1,25.9,8,1
2013,8,1,29.8,8,1,33.8,8,1,27.7,8,1
2013,8,2,29.4,8,1,34.1,8,1,25.8,8,1
2013,8,3,28.5,8,1,33.4,8,1,24.6,8,1
2013,8,4,29.5,8,1,34.6,8,1,26.0,8,1
2013,8,5,30.1,8,1,35.3,8,1,27.3,8,1
2013,8,6,29.2,8,1,34.3,8,1,24.6,8,1
2013,8,7,30.4,8,1,35.1,8,1,26.9,8,1
2013,8,8,31.3,8,1,35.3,8,1,27.7,8,1
2013,8,9,31.8,8,1,36.0,8,1,28.4,8,1
2013,8,10,32.4,8,1,36.8,8,1,28.6,8,1
2013,8,11,32.7,8,1,37.6,8,1,28.8,8,1
2013,8,12,32.6,8,1,38.2,8,1,28.8,8,1
2013,8,13,31.6,8,1,37.9,8,1,26.4,8,1
2013,8,14,31.5,8,1,38.4,8,1,26.0,8,1
2013,8,15,31.0,8,1,36.0,8,1,27.6,8,1
2013,8,16,31.0,8,1,36.2,8,1,28.3,8,1
2013,8,17,30.7,8,1,35.9,8,1,27.7,8,1
2013,8,18,31.2,8,1,35.8,8,1,28.0,8,1
2013,8,19,31.3,8,1,36.7,8,1,28.7,8,1
2013,8,20,31.4,8,1,36.8,8,1,28.7,8,1
2013,8,21,31.5,8,1,37.2,8,1,28.8,8,1
2013,8,22,31.9,8,1,37.2,8,1,29.2,8,1
2013,8,23,30.8,8,1,35.1,8,1,26.2,8,1
2013,8,24,26.8,8,1,28.1,8,1,25.8,8,1
2013,8,25,25.9,8,1,28.5,8,1,24.1,8,1
2013,8,26,24.8,8,1,28.9,8,1,22.1,8,1
2013,8,27,26.7,8,1,31.4,8,1,22.4,8,1
2013,8,28,27.4,8,1,31.5,8,1,22.7,8,1
2013,8,29,28.8,8,1,33.1,8,1,23.9,8,1
2013,8,30,28.9,8,1,34.5,8,1,26.2,8,1
2013,8,31,29.7,8,1,33.8,8,1,25.4,8,1
2013,9,1,25.1,8,1,26.6,8,1,23.0,8,1
2013,9,2,24.9,8,1,26.9,8,1,23.9,8,1
2013,9,3,24.4,8,1,29.8,8,1,20.9,8,1
2013,9,4,22.8,8,1,28.2,8,1,19.6,8,1
2013,9,5,23.6,8,1,27.9,8,1,20.2,8,1
2013,9,6,25.0,8,1,30.3,8,1,21.3,8,1
2013,9,7,24.2,8,1,27.0,8,1,22.8,8,1
2013,9,8,24.2,8,1,27.3,8,1,22.6,8,1
2013,9,9,25.4,8,1,30.6,8,1,20.6,8,1
2013,9,10,26.0,8,1,31.4,8,1,21.9,8,1
2013,9,11,27.0,8,1,32.3,8,1,22.4,8,1
2013,9,12,28.5,8,1,32.8,8,1,25.2,8,1
2013,9,13,28.9,8,1,34.2,8,1,25.4,8,1
2013,9,14,28.5,8,1,32.6,8,1,25.2,8,1
2013,9,15,24.2,8,1,27.5,8,1,22.9,8,1
2013,9,16,23.5,8,1,27.0,8,1,20.1,8,1
2013,9,17,22.9,8,1,29.9,8,1,17.3,8,1
2013,9,18,24.5,8,1,31.3,8,1,18.9,8,1
2013,9,19,25.3,8,1,31.4,8,1,20.2,8,1
2013,9,20,25.2,8,1,31.4,8,1,20.6,8,1
2013,9,21,26.3,8,1,32.2,8,1,21.4,8,1
2013,9,22,26.4,8,1,31.8,8,1,22.5,8,1
2013,9,23,26.4,8,1,32.1,8,1,22.8,8,1
2013,9,24,26.5,8,1,32.3,8,1,22.2,8,1
2013,9,25,27.2,8,1,32.6,8,1,23.3,8,1
2013,9,26,22.8,8,1,26.5,8,1,19.8,8,1
2013,9,27,21.5,8,1,26.7,8,1,17.5,8,1
2013,9,28,23.1,8,1,29.4,8,1,18.4,8,1
2013,9,29,23.6,8,1,28.6,8,1,20.0,8,1
2013,9,30,24.2,8,1,29.9,8,1,19.7,8,1
2013,10,1,25.6,8,1,31.3,8,1,21.6,8,1
2013,10,2,24.8,8,1,28.8,8,1,23.1,8,1
2013,10,3,22.6,8,1,26.5,8,1,19.1,8,1
2013,10,4,21.6,8,1,25.4,8,1,17.3,8,1
2013,10,5,23.8,8,1,27.5,8,1,20.9,8,1
2013,10,6,26.5,8,1,32.7,8,1,22.9,8,1
2013,10,7,26.7,8,1,32.5,8,1,23.6,8,1
2013,10,8,25.8,8,1,29.1,8,1,23.0,8,1
2013,10,9,26.3,8,1,29.3,8,1,24.1,8,1
2013,10,10,26.4,8,1,31.9,8,1,22.8,8,1
2013,10,11,27.1,8,1,31.3,8,1,24.7,8,1
2013,10,12,23.1,8,1,26.8,8,1,18.8,8,1
2013,10,13,20.7,8,1,26.0,8,1,16.5,8,1
2013,10,14,21.2,8,1,27.3,8,1,15.9,8,1
2013,10,15,20.0,8,1,22.1,8,1,18.0,8,1
2013,10,16,17.7,8,1,20.3,8,1,15.3,8,1
2013,10,17,16.2,8,1,21.1,8,1,13.2,8,1
2013,10,18,16.6,8,1,19.2,8,1,13.2,8,1
2013,10,19,17.0,8,1,19.0,8,1,15.4,8,1
2013,10,20,16.9,8,1,18.1,8,1,16.0,8,1
2013,10,21,19.6,8,1,24.6,8,1,15.7,8,1
2013,10,22,19.6,8,1,24.0,8,1,15.8,8,1
2013,10,23,18.5,8,1,19.4,8,1,17.6,8,1
2013,10,24,20.3,8,1,24.9,8,1,17.9,8,1
2013,10,25,18.8,8,1,21.4,8,1,16.6,8,1
2013,10,26,16.6,8,1,19.5,8,1,14.6,8,1
2013,10,27,16.2,8,1,20.3,8,1,13.2,8,1
2013,10,28,16.1,8,1,20.4,8,1,11.6,8,1
2013,10,29,16.9,8,1,18.7,8,1,15.2,8,1
2013,10,30,17.6,8,1,21.6,8,1,14.3,8,1
2013,10,31,16.7,8,1,21.3,8,1,12.9,8,1
2013,11,1,16.3,8,1,21.2,8,1,12.7,8,1
2013,11,2,16.4,8,1,20.7,8,1,11.9,8,1
2013,11,3,16.9,8,1,18.2,8,1,16.0,8,1
2013,11,4,16.6,8,1,21.0,8,1,13.9,8,1
2013,11,5,15.3,8,1,19.9,8,1,12.1,8,1
2013,11,6,15.6,8,1,20.7,8,1,10.4,8,1
2013,11,7,17.6,8,1,21.7,8,1,15.0,8,1
2013,11,8,16.1,8,1,21.3,8,1,11.4,8,1
2013,11,9,15.6,8,1,19.8,8,1,11.8,8,1
2013,11,10,16.6,8,1,21.9,8,1,13.9,8,1
2013,11,11,12.4,8,1,16.2,8,1,8.2,8,1
2013,11,12,10.3,8,1,13.8,8,1,7.7,8,1
2013,11,13,10.0,8,1,14.3,8,1,7.8,8,1
2013,11,14,11.3,8,1,16.6,8,1,6.2,8,1
2013,11,15,12.2,8,1,15.5,8,1,10.3,8,1
2013,11,16,12.8,8,1,17.7,8,1,8.7,8,1
2013,11,17,13.7,8,1,19.3,8,1,8.5,8,1
2013,11,18,12.3,8,1,15.0,8,1,9.4,8,1
2013,11,19,9.9,8,1,12.5,8,1,6.5,8,1
2013,11,20,10.5,8,1,13.1,8,1,7.5,8,1
2013,11,21,11.5,8,1,15.2,8,1,8.5,8,1
2013,11,22,11.7,8,1,16.0,8,1,6.3,8,1
2013,11,23,11.4,8,1,15.9,8,1,7.4,8,1
2013,11,24,11.9,8,1,16.8,8,1,7.0,8,1
2013,11,25,15.1,8,1,19.7,8,1,10.9,8,1
2013,11,26,11.4,8,1,14.3,8,1,7.9,8,1
2013,11,27,11.7,8,1,15.8,8,1,6.4,8,1
2013,11,28,9.1,8,1,12.4,8,1,5.9,8,1
2013,11,29,7.2,8,1,11.0,8,1,3.9,8,1
2013,11,30,7.7,8,1,12.2,8,1,3.1,8,1
2013,12,1,9.4,8,1,14.6,8,1,4.1,8,1
2013,12,2,10.2,8,1,14.7,8,1,6.1,8,1
2013,12,3,10.1,8,1,14.7,8,1,5.7,8,1
2013,12,4,9.9,8,1,14.3,8,1,5.8,8,1
2013,12,5,10.5,8,1,14.7,8,1,6.0,8,1
2013,12,6,11.4,8,1,15.6,8,1,7.4,8,1
2013,12,7,10.3,8,1,13.9,8,1,6.9,8,1
2013,12,8,8.8,8,1,12.1,8,1,5.9,8,1
2013,12,9,9.0,8,1,13.4,8,1,3.7,8,1
2013,12,10,10.5,8,1,13.8,8,1,7.9,8,1
2013,12,11,8.4,8,1,12.3,8,1,5.5,8,1
2013,12,12,6.4,8,1,9.0,8,1,3.4,8,1
2013,12,13,5.9,8,1,10.5,8,1,2.6,8,1
2013,12,14,6.1,8,1,8.9,8,1,4.0,8,1
2013,12,15,7.5,8,1,10.4,8,1,5.5,8,1
2013,12,16,7.3,8,1,9.8,8,1,5.4,8,1
2013,12,17,8.4,8,1,10.8,8,1,6.7,8,1
2013,12,18,6.9,8,1,8.0,8,1,5.4,8,1
2013,12,19,8.4,8,1,10.3,8,1,7.0,8,1
2013,12,20,6.3,8,1,8.6,8,1,2.7,8,1
2013,12,21,6.6,8,1,7.9,8,1,5.3,8,1
2013,12,22,6.2,8,1,8.7,8,1,5.0,8,1
2013,12,23,7.2,8,1,10.4,8,1,4.3,8,1
2013,12,24,6.8,8,1,10.0,8,1,5.5,8,1
2013,12,25,7.5,8,1,10.5,8,1,5.4,8,1
2013,12,26,6.8,8,1,9.1,8,1,5.2,8,1
2013,12,27,6.3,8,1,9.2,8,1,3.3,8,1
2013,12,28,4.3,8,1,7.6,8,1,2.4,8,1
2013,12,29,4.4,8,1,7.7,8,1,0.5,8,1
2013,12,30,5.7,8,1,9.2,8,1,0.8,8,1
2013,12,31,8.3,8,1,11.6,8,1,4.7,8,1
2014,1,1,9.9,8,1,13.0,8,1,6.2,8,1
2014,1,2,8.3,8,1,12.1,8,1,4.5,8,1
2014,1,3,6.7,8,1,11.4,8,1,2.2,8,1
2014,1,4,5.9,8,1,9.4,8,1,3.6,8,1
2014,1,5,4.3,8,1,7.8,8,1,1.6,8,1
2014,1,6,4.5,8,1,9.6,8,1,1.0,8,1
2014,1,7,5.9,8,1,10.7,8,1,0.4,8,1
2014,1,8,6.7,8,1,7.6,8,1,5.2,8,1
2014,1,9,6.4,8,1,10.7,8,1,1.8,8,1
2014,1,10,3.4,8,1,6.9,8,1,0.2,8,1
2014,1,11,4.7,8,1,9.5,8,1,0.3,8,1
2014,1,12,4.7,8,1,8.0,8,1,0.3,8,1
2014,1,13,4.3,8,1,7.2,8,1,1.1,8,1
2014,1,14,3.4,8,1,7.4,8,1,-0.5,8,1
2014,1,15,5.1,8,1,9.6,8,1,1.1,8,1
2014,1,16,5.8,8,1,9.7,8,1,1.1,8,1
2014,1,17,5.4,8,1,10.0,8,1,2.1,8,1
2014,1,18,4.7,8,1,8.4,8,1,1.8,8,1
2014,1,19,2.7,8,1,5.7,8,1,0.7,8,1
2014,1,20,4.3,8,1,8.0,8,1,-0.5,8,1
2014,1,21,6.4,8,1,10.0,8,1,4.7,8,1
2014,1,22,4.3,8,1,7.3,8,1,2.0,8,1
2014,1,23,5.2,8,1,9.3,8,1,1.4,8,1
2014,1,24,6.2,8,1,12.0,8,1,0.4,8,1
2014,1,25,9.4,8,1,15.0,8,1,4.1,8,1
2014,1,26,7.6,8,1,10.9,8,1,2.6,8,1
2014,1,27,4.6,8,1,8.2,8,1,2.0,8,1
2014,1,28,6.6,8,1,11.4,8,1,0.4,8,1
2014,1,29,8.3,8,1,13.1,8,1,4.4,8,1
2014,1,30,7.8,8,1,11.3,8,1,5.1,8,1
2014,1,31,10.2,8,1,13.8,8,1,6.3,8,1
2014,2,1,9.0,8,1,14.8,8,1,3.7,8,1
2014,2,2,12.0,8,1,16.7,8,1,9.0,8,1
2014,2,3,11.9,8,1,16.3,8,1,8.5,8,1
2014,2,4,5.8,8,1,9.6,8,1,1.4,8,1
2014,2,5,2.3,8,1,5.9,8,1,0.3,8,1
2014,2,6,1.6,8,1,3.9,8,1,-0.4,8,1
2014,2,7,3.0,8,1,6.4,8,1,0.3,8,1
2014,2,8,3.0,8,1,5.1,8,1,0.2,8,1
2014,2,9,5.2,8,1,9.6,8,1,2.4,8,1
2014,2,10,3.3,8,1,6.2,8,1,1.5,8,1
2014,2,11,2.6,8,1,6.7,8,1,0.4,8,1
2014,2,12,4.3,8,1,9.6,8,1,-0.1,8,1
2014,2,13,4.9,8,1,8.9,8,1,3.0,8,1
2014,2,14,1.7,8,1,3.6,8,1,0.3,8,1
2014,2,15,5.1,8,1,8.1,8,1,1.0,8,1
2014,2,16,6.4,8,1,10.7,8,1,3.3,8,1
2014,2,17,5.3,8,1,11.3,8,1,1.2,8,1
2014,2,18,3.7,8,1,6.6,8,1,2.3,8,1
2014,2,19,4.0,8,1,7.4,8,1,2.5,8,1
2014,2,20,4.5,8,1,9.3,8,1,1.2,8,1
2014,2,21,4.0,8,1,8.3,8,1,0.3,8,1
2014,2,22,4.4,8,1,8.8,8,1,1.5,8,1
2014,2,23,5.0,8,1,10.6,8,1,0.0,8,1
2014,2,24,6.1,8,1,11.5,8,1,0.9,8,1
2014,2,25,8.3,8,1,13.3,8,1,3.5,8,1
2014,2,26,9.8,8,1,15.1,8,1,3.4,8,1
2014,2,27,11.6,8,1,14.0,8,1,9.6,8,1
2014,2,28,12.2,8,1,15.8,8,1,9.0,8,1
2014,3,1,9.6,8,1,12.5,8,1,8.3,8,1
2014,3,2,9.1,8,1,12.4,8,1,7.0,8,1
2014,3,3,7.0,8,1,10.7,8,1,3.4,8,1
2014,3,4,7.6,8,1,14.4,8,1,0.9,8,1
2014,3,5,8.2,8,1,10.4,8,1,4.1,8,1
2014,3,6,3.9,8,1,8.2,8,1,1.9,8,1
2014,3,7,4.5,8,1,8.6,8,1,0.2,8,1
2014,3,8,5.3,8,1,9.3,8,1,2.3,8,1
2014,3,9,6.5,8,1,10.2,8,1,3.2,8,1
2014,3,10,4.0,8,1,8.1,8,1,1.5,8,1
2014,3,11,6.5,8,1,10.5,8,1,0.9,8,1
2014,3,12,10.7,8,1,16.6,8,1,3.5,8,1
2014,3,13,9.9,8,1,12.6,8,1,7.4,8,1
2014,3,14,6.5,8,1,10.8,8,1,3.9,8,1
2014,3,15,7.0,8,1,11.2,8,1,3.5,8,1
2014,3,16,10.7,8,1,15.7,8,1,3.8,8,1
2014,3,17,13.1,8,1,19.1,8,1,7.3,8,1
2014,3,18,13.4,8,1,17.5,8,1,9.8,8,1
2014,3,19,11.7,8,1,17.5,8,1,7.4,8,1
2014,3,20,10.2,8,1,12.3,8,1,7.7,8,1
2014,3,21,6.8,8,1,10.4,8,1,4.5,8,1
2014,3,22,8.0,8,1,11.9,8,1,4.7,8,1
2014,3,23,10.5,8,1,15.3,8,1,4.5,8,1
2014,3,24,13.2,8,1,18.7,8,1,6.5,8,1
2014,3,25,16.1,8,1,18.8,8,1,12.5,8,1
2014,3,26,13.3,8,1,16.5,8,1,12.1,8,1
2014,3,27,13.9,8,1,17.0,8,1,10.0,8,1
2014,3,28,14.2,8,1,21.5,8,1,7.4,8,1
2014,3,29,16.3,8,1,21.5,8,1,12.1,8,1
2014,3,30,14.8,8,1,17.1,8,1,13.2,8,1
2014,3,31,13.3,8,1,18.1,8,1,10.5,8,1
2014,4,1,13.5,8,1,20.0,8,1,7.5,8,1
2014,4,2,16.5,8,1,22.5,8,1,11.8,8,1
2014,4,3,16.9,8,1,22.3,8,1,12.8,8,1
2014,4,4,11.5,8,1,16.0,8,1,6.9,8,1
2014,4,5,8.2,8,1,12.2,8,1,5.1,8,1
2014,4,6,7.8,8,1,11.7,8,1,5.1,8,1
2014,4,7,10.1,8,1,14.8,8,1,3.8,8,1
2014,4,8,14.0,8,1,19.8,8,1,7.1,8,1
2014,4,9,16.4,8,1,22.0,8,1,10.4,8,1
2014,4,10,14.9,8,1,20.7,8,1,9.1,8,1
2014,4,11,12.3,8,1,18.4,8,1,7.2,8,1
2014,4,12,13.1,8,1,18.9,8,1,6.9,8,1
2014,4,13,13.0,8,1,16.1,8,1,10.6,8,1
2014,4,14,14.7,8,1,22.1,8,1,9.8,8,1
2014,4,15,14.1,8,1,19.6,8,1,7.3,8,1
2014,4,16,16.8,8,1,21.6,8,1,11.5,8,1
2014,4,17,18.7,8,1,24.2,8,1,12.6,8,1
2014,4,18,15.7,8,1,19.9,8,1,12.8,8,1
2014,4,19,13.6,8,1,19.9,8,1,9.4,8,1
2014,4,20,12.4,8,1,16.1,8,1,8.6,8,1
2014,4,21,15.9,8,1,19.7,8,1,12.2,8,1
2014,4,22,15.8,8,1,18.6,8,1,12.6,8,1
2014,4,23,15.6,8,1,22.1,8,1,9.5,8,1
2014,4,24,16.5,8,1,24.4,8,1,9.8,8,1
2014,4,25,18.0,8,1,24.3,8,1,12.1,8,1
2014,4,26,18.9,8,1,26.4,8,1,13.4,8,1
2014,4,27,18.5,8,1,24.3,8,1,13.8,8,1
2014,4,28,17.1,8,1,20.3,8,1,15.3,8,1
2014,4,29,15.6,8,1,18.6,8,1,14.4,8,1
2014,4,30,18.5,8,1,23.1,8,1,14.8,8,1
2014,5,1,19.3,8,1,23.8,8,1,16.5,8,1
2014,5,2,20.0,8,1,24.9,8,1,15.0,8,1
2014,5,3,19.4,8,1,24.2,8,1,14.1,8,1
2014,5,4,17.7,8,1,25.8,8,1,11.1,8,1
2014,5,5,16.0,8,1,18.5,8,1,13.3,8,1
2014,5,6,15.5,8,1,20.1,8,1,11.5,8,1
2014,5,7,17.2,8,1,24.1,8,1,10.6,8,1
2014,5,8,19.1,8,1,24.2,8,1,13.6,8,1
2014,5,9,19.3,8,1,23.7,8,1,14.5,8,1
2014,5,10,17.9,8,1,23.7,8,1,13.5,8,1
2014,5,11,19.0,8,1,26.1,8,1,13.0,8,1
2014,5,12,18.7,8,1,22.8,8,1,16.2,8,1
2014,5,13,20.7,8,1,24.9,8,1,16.5,8,1
2014,5,14,20.7,8,1,26.3,8,1,15.8,8,1
2014,5,15,16.9,8,1,19.6,8,1,14.1,8,1
2014,5,16,19.8,8,1,24.9,8,1,16.1,8,1
2014,5,17,19.6,8,1,24.5,8,1,14.7,8,1
2014,5,18,21.1,8,1,26.6,8,1,14.7,8,1
2014,5,19,21.2,8,1,26.7,8,1,16.6,8,1
2014,5,20,20.3,8,1,26.1,8,1,16.9,8,1
2014,5,21,18.8,8,1,22.9,8,1,16.4,8,1
2014,5,22,19.7,8,1,24.8,8,1,16.6,8,1
2014,5,23,18.8,8,1,24.0,8,1,16.2,8,1
2014,5,24,20.1,8,1,25.7,8,1,14.2,8,1
2014,5,25,22.1,8,1,26.9,8,1,19.5,8,1
